Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
LiNkzr,4,Offense,Houston Outlaws,0,0,0,0,0,0,0,0.0
numlocked,4,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Diya,4,Offense,Shanghai Dragons,40,62,34,9,12,0,46,5.85
Joemeister,4,Support,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
neptuNo,4,Support,Philadelphia Fusion,14,57,40,4,7,85,235,20.34
Mickie,4,Tank,Dallas Fuel,67,71,2,10,4,0,105,9.44
Mendokusaii,4,Offense,Houston Outlaws,0,0,0,0,0,0,0,0.0
nomy,4,Tank,San Francisco Shock,63,82,41,6,20,0,171,15.29
dhaK,4,Support,San Francisco Shock,6,53,44,0,10,74,188,16.81
sinatraa,4,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
xQc,4,Tank,Dallas Fuel,0,0,0,0,0,0,0,0.0
Striker,4,Offense,Boston Uprising,108,41,59,10,5,0,244,24.68
Woohyal,4,Tank,London Spitfire,40,15,1,4,2,0,82,16.99
Boink,4,Support,Houston Outlaws,3,20,12,0,4,21,49,14.46
JAKE,4,Offense,Houston Outlaws,126,102,64,25,19,0,226,17.9
CWoosH,4,Tank,Florida Mayhem,33,90,38,7,11,0,107,10.15
Logix,4,Offense,Florida Mayhem,97,74,66,19,13,0,198,18.78
Xushu,4,Tank,Shanghai Dragons,17,18,2,2,0,0,30,10.9
Spree,4,Tank,Houston Outlaws,0,0,0,0,0,0,0,0.0
Verbo,4,Support,Los Angeles Valiant,2,61,38,1,7,61,141,12.33
Pine,4,Offense,New York Excelsior,96,37,38,19,8,0,215,27.75
babybay,4,Offense,San Francisco Shock,126,76,54,20,15,0,240,21.46
iRemiix,4,Tank,Los Angeles Gladiators,27,72,31,5,12,0,83,8.67
Kariv,4,Support,Los Angeles Valiant,43,59,43,7,5,3,222,19.41
Libero,4,Offense,New York Excelsior,121,47,41,19,7,0,260,24.44
Effect,4,Offense,Dallas Fuel,111,86,59,24,15,0,213,19.15
Mano,4,Tank,New York Excelsior,60,46,37,8,10,0,207,20.49
Nus,4,Support,London Spitfire,1,17,16,0,3,16,53,19.23
Fissure,4,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
Kellex,4,Support,Boston Uprising,2,27,42,0,3,71,206,20.84
super,4,Tank,San Francisco Shock,0,0,0,0,0,0,0,0.0
Avast,4,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,4,Offense,Boston Uprising,117,57,39,22,11,0,238,24.07
Carpe,4,Offense,Philadelphia Fusion,96,69,71,24,13,0,216,18.7
Shaz,4,Support,Los Angeles Gladiators,43,67,35,7,7,6,190,19.85
Fleta,4,Offense,Seoul Dynasty,115,77,50,31,11,0,243,20.81
Hydration,4,Offense,Los Angeles Gladiators,67,60,28,14,9,0,112,14.74
Sleepy,4,Support,San Francisco Shock,45,54,45,6,7,6,236,21.11
Muma,4,Tank,Houston Outlaws,59,90,46,9,12,0,190,15.05
Poko,4,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Danteh,4,Offense,San Francisco Shock,117,58,71,13,11,0,251,22.45
Bani,4,Support,Houston Outlaws,4,41,39,1,6,79,199,21.55
Bischu,4,Tank,Los Angeles Gladiators,68,57,0,8,4,0,107,11.18
Space,4,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
silkthread,4,Offense,Los Angeles Valiant,11,5,5,0,1,0,20,11.51
Eqo,4,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
NotE,4,Tank,Boston Uprising,81,36,0,16,1,0,189,19.12
Snow,4,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,4,Support,London Spitfire,1,19,26,0,3,40,116,23.91
FaTe,4,Tank,Los Angeles Valiant,62,63,37,4,13,0,175,15.3
Asher,4,Offense,Los Angeles Gladiators,30,26,20,6,4,0,58,15.43
envy,4,Tank,Los Angeles Valiant,91,59,6,14,6,0,191,16.7
Xepher,4,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
uNdeAD,4,Offense,Shanghai Dragons,55,74,28,13,8,0,74,9.41
mg,4,Tank,Shanghai Dragons,18,40,3,3,1,0,16,3.13
Roshan,4,Tank,Shanghai Dragons,26,81,23,4,22,0,34,4.32
Freefeel,4,Support,Shanghai Dragons,24,70,28,6,11,0,88,11.19
FiveKing,4,Support,Shanghai Dragons,0,46,21,0,7,44,70,10.29
Fury,4,Tank,London Spitfire,23,8,2,3,1,0,55,19.77
Boombox,4,Support,Philadelphia Fusion,30,82,44,5,14,5,140,12.12
Gido,4,Offense,Seoul Dynasty,15,36,18,4,7,4,6,1.24
BigG00se,4,Support,Los Angeles Gladiators,9,54,32,2,11,67,156,16.3
Mistakes,4,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
snillo,4,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
ArK,4,Support,New York Excelsior,2,25,46,0,4,57,197,18.52
Wekeed,4,Offense,Seoul Dynasty,49,30,25,6,6,0,93,19.2
HOTBA,4,Tank,Philadelphia Fusion,72,56,0,6,3,0,109,9.44
Gesture,4,Tank,London Spitfire,58,42,47,6,10,0,229,30.1
Profit,4,Offense,London Spitfire,74,31,46,11,7,0,171,27.01
Hooreg,4,Offense,London Spitfire,21,15,16,6,6,0,43,16.15
HagoPeun,4,Support,London Spitfire,19,33,20,2,8,0,76,15.66
Neko,4,Support,Boston Uprising,53,65,33,8,13,0,199,20.13
Kalios,4,Tank,Boston Uprising,0,0,0,0,0,0,0,0.0
Bdosin,4,Support,London Spitfire,13,14,14,3,5,0,69,25.03
JJoNak,4,Support,New York Excelsior,66,49,44,18,6,0,341,32.06
Altering,4,Support,Shanghai Dragons,1,6,4,0,2,8,17,16.04
SADO,4,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
