Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Snow,7,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,7,Support,London Spitfire,7,18,28,1,2,2,90,18.69
FaTe,7,Tank,Los Angeles Valiant,74,59,41,13,13,0,251,23.64
Asher,7,Offense,Los Angeles Gladiators,53,20,24,15,5,0,130,24.71
envy,7,Tank,Los Angeles Valiant,89,35,2,10,2,0,187,17.61
Xepher,7,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
Sky,7,Support,Shanghai Dragons,0,0,0,0,0,0,0,0.0
uNdeAD,7,Offense,Shanghai Dragons,60,73,42,17,17,0,89,9.34
mg,7,Tank,Shanghai Dragons,55,64,0,10,5,0,81,8.5
Roshan,7,Tank,Shanghai Dragons,24,86,25,4,19,0,34,3.57
Freefeel,7,Support,Shanghai Dragons,3,39,19,1,6,0,19,3.47
FiveKing,7,Support,Shanghai Dragons,2,19,14,1,2,3,34,8.39
Fury,7,Tank,London Spitfire,15,4,0,1,0,0,30,10.18
Boombox,7,Support,Philadelphia Fusion,21,42,31,4,19,0,92,11.7
Gido,7,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
BigG00se,7,Support,Los Angeles Gladiators,18,28,35,4,2,11,160,19.61
Mistakes,7,Offense,Boston Uprising,17,12,13,2,5,0,29,10.79
snillo,7,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
ArK,7,Support,New York Excelsior,14,32,38,2,5,4,128,12.16
Wekeed,7,Offense,Seoul Dynasty,16,12,7,3,4,0,25,17.01
HOTBA,7,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,7,Tank,London Spitfire,47,36,45,10,7,0,226,29.11
Profit,7,Offense,London Spitfire,80,24,53,15,7,0,205,26.41
Hooreg,7,Offense,London Spitfire,36,28,35,9,6,0,85,17.65
HagoPeun,7,Support,London Spitfire,16,26,36,5,8,0,134,27.82
Neko,7,Support,Boston Uprising,36,69,40,4,10,0,155,14.99
Kalios,7,Tank,Boston Uprising,40,43,23,8,10,0,128,20.42
Bdosin,7,Support,London Spitfire,10,13,17,1,4,0,64,21.72
Geguri,7,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Ado,7,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
JJoNak,7,Support,New York Excelsior,52,45,45,8,10,0,258,24.51
Altering,7,Support,Shanghai Dragons,9,46,44,2,11,20,130,14.64
Fearless,7,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
SADO,7,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
