Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Xepher,9,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
Sky,9,Support,Shanghai Dragons,0,0,0,0,0,0,0,0.0
uNdeAD,9,Offense,Shanghai Dragons,46,70,31,16,19,0,47,5.99
mg,9,Tank,Shanghai Dragons,33,46,28,6,8,0,120,15.29
Roshan,9,Tank,Shanghai Dragons,13,60,20,2,12,0,22,3.32
Freefeel,9,Support,Shanghai Dragons,14,59,39,4,8,0,100,12.74
FiveKing,9,Support,Shanghai Dragons,7,47,30,0,3,8,70,8.92
Fury,9,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
Boombox,9,Support,Philadelphia Fusion,51,23,43,8,5,0,281,32.62
Gido,9,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
BigG00se,9,Support,Los Angeles Gladiators,18,63,49,1,5,22,165,14.0
Mistakes,9,Offense,Boston Uprising,8,11,6,3,3,0,11,7.07
snillo,9,Offense,Philadelphia Fusion,88,36,54,15,12,0,200,23.22
ArK,9,Support,New York Excelsior,8,36,44,0,5,7,121,11.29
Wekeed,9,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
HOTBA,9,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,9,Tank,London Spitfire,76,54,55,9,14,0,285,29.1
Profit,9,Offense,London Spitfire,102,45,59,23,12,0,240,24.5
Hooreg,9,Offense,London Spitfire,22,36,16,10,5,0,34,7.61
HagoPeun,9,Support,London Spitfire,0,0,0,0,0,0,0,0.0
Neko,9,Support,Boston Uprising,39,75,44,10,20,3,179,14.88
Kalios,9,Tank,Boston Uprising,11,11,0,2,2,0,17,6.63
Bdosin,9,Support,London Spitfire,29,60,50,5,17,0,163,16.64
Geguri,9,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Ado,9,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
JJoNak,9,Support,New York Excelsior,39,46,50,8,10,0,233,21.73
Altering,9,Support,Shanghai Dragons,1,11,4,1,3,1,4,3.26
Fearless,9,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
SADO,9,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
