Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Fury,2,Tank,London Spitfire,77,53,4,8,3,0,123,10.59
Boombox,2,Support,Philadelphia Fusion,35,68,50,6,18,0,34,2.78
Gido,2,Offense,Seoul Dynasty,9,4,6,3,3,0,23,16.85
BigG00se,2,Support,Los Angeles Gladiators,13,55,40,2,13,0,-9,-0.83
Mistakes,2,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
snillo,2,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
ArK,2,Support,New York Excelsior,1,32,39,0,2,0,5,0.51
Wekeed,2,Offense,Seoul Dynasty,47,18,18,6,5,0,102,26.6
HOTBA,2,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,2,Tank,London Spitfire,63,47,27,6,8,0,108,14.0
Profit,2,Offense,London Spitfire,92,38,30,16,6,0,212,27.09
Hooreg,2,Offense,London Spitfire,0,0,0,0,0,0,0,0.0
HagoPeun,2,Support,London Spitfire,0,0,0,0,0,0,0,0.0
Neko,2,Support,Boston Uprising,53,82,46,8,16,0,62,5.49
Kalios,2,Tank,Boston Uprising,82,66,3,13,13,0,114,10.1
Bdosin,2,Support,London Spitfire,65,62,34,10,12,0,108,9.3
JJoNak,2,Support,New York Excelsior,63,55,39,9,11,0,115,11.78
Altering,2,Support,Shanghai Dragons,1,37,24,0,6,0,-23,-3.27
SADO,2,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
