Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Kariv,6,Support,Los Angeles Valiant,23,17,12,4,1,0,102,30.85
Libero,6,Offense,New York Excelsior,48,25,27,12,5,0,112,20.36
sayaplayer,6,Offense,Florida Mayhem,0,0,0,0,0,0,0,0.0
Effect,6,Offense,Dallas Fuel,94,44,62,19,7,0,230,26.23
Mano,6,Tank,New York Excelsior,32,55,40,6,6,2,147,12.02
Nus,6,Support,London Spitfire,0,0,0,0,0,0,0,0.0
Fissure,6,Tank,London Spitfire,73,62,44,16,12,0,268,23.8
Kellex,6,Support,Boston Uprising,23,73,34,6,13,5,104,9.79
super,6,Tank,San Francisco Shock,0,0,0,0,0,0,0,0.0
Avast,6,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,6,Offense,Boston Uprising,84,68,37,16,14,0,141,13.28
Carpe,6,Offense,Philadelphia Fusion,106,29,73,15,5,0,276,27.62
Shaz,6,Support,Los Angeles Gladiators,42,53,57,8,12,0,252,22.38
Fleta,6,Offense,Seoul Dynasty,78,46,46,28,11,0,190,18.31
Hydration,6,Offense,Los Angeles Gladiators,62,61,36,11,18,0,85,10.11
Sleepy,6,Support,San Francisco Shock,38,56,49,9,20,0,201,17.8
Muma,6,Tank,Houston Outlaws,72,55,42,12,15,0,248,21.89
Poko,6,Tank,Philadelphia Fusion,76,36,3,11,4,0,165,16.51
Danteh,6,Offense,San Francisco Shock,73,61,70,18,13,0,165,14.61
Bani,6,Support,Houston Outlaws,3,27,18,1,4,5,40,10.41
Bischu,6,Tank,Los Angeles Gladiators,49,61,0,1,4,0,37,3.29
Space,6,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
silkthread,6,Offense,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Eqo,6,Offense,Philadelphia Fusion,109,55,45,20,15,0,218,21.81
NotE,6,Tank,Boston Uprising,44,36,0,4,3,0,65,9.49
Snow,6,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,6,Support,London Spitfire,25,44,53,4,5,2,199,16.4
FaTe,6,Tank,Los Angeles Valiant,64,57,41,14,21,0,229,22.53
Asher,6,Offense,Los Angeles Gladiators,56,34,36,11,6,0,124,22.3
envy,6,Tank,Los Angeles Valiant,57,51,2,10,7,0,102,10.03
Xepher,6,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
Sky,6,Support,Shanghai Dragons,0,0,0,0,0,0,0,0.0
uNdeAD,6,Offense,Shanghai Dragons,75,81,48,24,17,0,131,12.86
mg,6,Tank,Shanghai Dragons,28,41,3,8,0,0,56,9.35
Roshan,6,Tank,Shanghai Dragons,23,85,37,2,28,0,52,5.1
Freefeel,6,Support,Shanghai Dragons,9,13,12,2,3,0,52,19.28
FiveKing,6,Support,Shanghai Dragons,13,38,30,2,3,6,102,13.61
Fury,6,Tank,London Spitfire,37,27,0,8,3,0,76,10.6
Boombox,6,Support,Philadelphia Fusion,34,43,50,4,6,0,213,21.31
Gido,6,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
BigG00se,6,Support,Los Angeles Gladiators,25,56,43,5,7,6,163,14.47
Mistakes,6,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
snillo,6,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
ArK,6,Support,New York Excelsior,0,0,0,0,0,0,0,0.0
Wekeed,6,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
HOTBA,6,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,6,Tank,London Spitfire,88,59,55,12,15,0,315,25.95
Profit,6,Offense,London Spitfire,93,58,82,21,10,0,232,19.12
Hooreg,6,Offense,London Spitfire,0,0,0,0,0,0,0,0.0
HagoPeun,6,Support,London Spitfire,32,62,63,4,20,0,199,17.94
Neko,6,Support,Boston Uprising,22,65,51,2,15,0,132,12.43
Kalios,6,Tank,Boston Uprising,27,40,11,4,5,0,58,10.43
Bdosin,6,Support,London Spitfire,4,10,5,0,0,0,17,16.32
Geguri,6,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Ado,6,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
JJoNak,6,Support,New York Excelsior,40,76,58,10,17,0,224,18.32
Altering,6,Support,Shanghai Dragons,12,50,49,2,7,4,133,13.9
Fearless,6,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
SADO,6,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
