Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
ShaDowBurn,5,Offense,Philadelphia Fusion,102,84,56,19,10,0,194,17.71
Rawkus,5,Support,Houston Outlaws,49,108,59,6,17,0,206,13.29
Manneten,5,Tank,Florida Mayhem,87,65,8,15,3,0,190,17.2
SoOn,5,Offense,Los Angeles Valiant,87,62,65,23,15,0,193,17.43
Zebbosai,5,Support,Florida Mayhem,16,68,42,6,12,49,180,16.29
Nevix,5,Tank,San Francisco Shock,65,57,0,10,5,0,108,10.12
Fragi,5,Tank,Philadelphia Fusion,60,94,37,13,18,0,171,15.61
Zuppeh,5,Support,Florida Mayhem,29,64,39,5,7,22,179,16.2
LiNkzr,5,Offense,Houston Outlaws,149,125,80,28,28,0,253,16.33
numlocked,5,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Diya,5,Offense,Shanghai Dragons,102,80,62,12,15,0,180,15.7
Joemeister,5,Support,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
neptuNo,5,Support,Philadelphia Fusion,11,50,40,0,5,79,212,19.35
Mickie,5,Tank,Dallas Fuel,90,56,13,11,9,0,198,18.17
Mendokusaii,5,Offense,Houston Outlaws,0,0,0,0,0,0,0,0.0
nomy,5,Tank,San Francisco Shock,52,72,39,8,15,0,166,15.55
dhaK,5,Support,San Francisco Shock,0,56,39,0,11,65,137,12.83
sinatraa,5,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
xQc,5,Tank,Dallas Fuel,0,0,0,0,0,0,0,0.0
Striker,5,Offense,Boston Uprising,113,64,80,17,10,0,256,22.5
Woohyal,5,Tank,London Spitfire,54,37,7,6,7,0,109,11.61
Boink,5,Support,Houston Outlaws,0,2,3,0,0,4,13,20.37
JAKE,5,Offense,Houston Outlaws,137,114,92,34,28,0,264,17.04
CWoosH,5,Tank,Florida Mayhem,48,77,36,11,13,0,158,14.3
Logix,5,Offense,Florida Mayhem,83,81,50,16,13,0,141,12.76
Xushu,5,Tank,Shanghai Dragons,6,10,7,1,1,0,26,20.63
Spree,5,Tank,Houston Outlaws,0,0,0,0,0,0,0,0.0
Verbo,5,Support,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Pine,5,Offense,New York Excelsior,86,72,44,20,19,0,146,15.64
babybay,5,Offense,San Francisco Shock,86,79,56,23,21,0,153,14.33
iRemiix,5,Tank,Los Angeles Gladiators,40,64,37,7,17,0,138,15.14
Kariv,5,Support,Los Angeles Valiant,14,38,42,2,7,57,210,18.97
Libero,5,Offense,New York Excelsior,150,101,67,26,23,0,272,16.73
Effect,5,Offense,Dallas Fuel,0,0,0,0,0,0,0,0.0
Mano,5,Tank,New York Excelsior,57,59,37,3,12,0,166,15.04
Nus,5,Support,London Spitfire,4,99,87,0,13,133,348,16.85
Fissure,5,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
Kellex,5,Support,Boston Uprising,2,51,48,0,12,76,189,16.61
super,5,Tank,San Francisco Shock,0,0,0,0,0,0,0,0.0
Avast,5,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,5,Offense,Boston Uprising,103,76,52,22,14,0,198,17.4
Carpe,5,Offense,Philadelphia Fusion,128,57,79,20,14,0,290,26.47
Shaz,5,Support,Los Angeles Gladiators,36,43,44,9,5,3,228,25.02
Fleta,5,Offense,Seoul Dynasty,96,60,48,18,7,0,202,20.8
Hydration,5,Offense,Los Angeles Gladiators,64,33,32,17,8,0,145,25.36
Sleepy,5,Support,San Francisco Shock,34,53,37,8,12,10,184,17.23
Muma,5,Tank,Houston Outlaws,79,88,64,14,8,0,310,20.0
Poko,5,Tank,Philadelphia Fusion,57,63,3,10,3,0,97,8.85
Danteh,5,Offense,San Francisco Shock,78,56,67,18,9,0,185,17.33
Bani,5,Support,Houston Outlaws,2,87,56,0,14,109,223,15.01
Bischu,5,Tank,Los Angeles Gladiators,44,41,0,6,3,0,68,7.46
Space,5,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
silkthread,5,Offense,Los Angeles Valiant,38,27,15,5,9,0,56,13.54
Eqo,5,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
NotE,5,Tank,Boston Uprising,93,49,0,10,4,0,173,15.21
Snow,5,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,5,Support,London Spitfire,0,15,8,0,1,10,22,8.91
FaTe,5,Tank,Los Angeles Valiant,82,56,37,13,9,0,262,23.67
Asher,5,Offense,Los Angeles Gladiators,43,26,36,8,8,0,96,19.9
envy,5,Tank,Los Angeles Valiant,100,38,3,16,3,0,232,20.96
Xepher,5,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
uNdeAD,5,Offense,Shanghai Dragons,98,95,51,17,20,0,146,12.73
mg,5,Tank,Shanghai Dragons,62,66,5,11,6,0,111,10.88
Roshan,5,Tank,Shanghai Dragons,46,114,42,7,27,0,105,9.16
Freefeel,5,Support,Shanghai Dragons,23,73,47,5,12,0,133,11.6
FiveKing,5,Support,Shanghai Dragons,0,10,7,0,2,13,27,14.43
Fury,5,Tank,London Spitfire,90,56,4,14,5,0,187,13.62
Boombox,5,Support,Philadelphia Fusion,41,71,43,8,18,6,186,16.98
Gido,5,Offense,Seoul Dynasty,5,28,13,1,4,0,-11,-3.21
BigG00se,5,Support,Los Angeles Gladiators,2,42,42,1,4,48,159,17.45
Mistakes,5,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
snillo,5,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
ArK,5,Support,New York Excelsior,1,57,75,0,10,122,335,17.54
Wekeed,5,Offense,Seoul Dynasty,22,18,11,4,5,0,35,14.89
HOTBA,5,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,5,Tank,London Spitfire,128,149,82,18,30,0,395,17.08
Profit,5,Offense,London Spitfire,214,127,128,41,28,0,455,20.72
Hooreg,5,Offense,London Spitfire,0,0,0,0,0,0,0,0.0
HagoPeun,5,Support,London Spitfire,11,20,8,4,5,0,43,17.41
Neko,5,Support,Boston Uprising,66,79,53,14,18,0,298,26.19
Kalios,5,Tank,Boston Uprising,0,0,0,0,0,0,0,0.0
Bdosin,5,Support,London Spitfire,100,130,90,19,21,0,474,22.95
JJoNak,5,Support,New York Excelsior,106,123,70,23,23,0,451,23.62
Altering,5,Support,Shanghai Dragons,2,46,45,0,9,69,181,18.86
SADO,5,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
