Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
neptuNo,12,Support,Philadelphia Fusion,14,58,51,3,14,50,197,16.09
Mickie,12,Tank,Dallas Fuel,70,69,5,7,7,0,107,8.18
Mendokusaii,12,Offense,Houston Outlaws,0,0,0,0,0,0,0,0.0
nomy,12,Tank,San Francisco Shock,35,50,26,7,10,0,116,18.11
dhaK,12,Support,San Francisco Shock,0,0,0,0,0,0,0,0.0
sinatraa,12,Offense,San Francisco Shock,79,44,45,8,9,0,157,20.02
xQc,12,Tank,Dallas Fuel,0,0,0,0,0,0,0,0.0
Striker,12,Offense,Boston Uprising,127,58,62,25,8,0,292,25.27
Woohyal,12,Tank,London Spitfire,45,20,0,7,3,0,95,14.16
Boink,12,Support,Houston Outlaws,4,22,13,1,4,7,36,11.12
JAKE,12,Offense,Houston Outlaws,87,88,59,19,20,0,143,10.99
CWoosH,12,Tank,Florida Mayhem,0,0,0,0,0,0,0,0.0
Finnsi,12,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Logix,12,Offense,Florida Mayhem,0,0,0,0,0,0,0,0.0
Xushu,12,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Spree,12,Tank,Houston Outlaws,0,0,0,0,0,0,0,0.0
Verbo,12,Support,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
SNT,12,Tank,Florida Mayhem,40,82,36,8,20,0,118,9.94
Pine,12,Offense,New York Excelsior,53,39,23,12,9,0,96,18.16
babybay,12,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
iRemiix,12,Tank,Los Angeles Gladiators,29,23,20,2,9,0,94,18.11
Kariv,12,Support,Los Angeles Valiant,42,49,46,11,4,2,254,21.34
Libero,12,Offense,New York Excelsior,48,49,29,10,12,0,72,9.53
sayaplayer,12,Offense,Florida Mayhem,91,74,59,15,15,0,167,14.07
Effect,12,Offense,Dallas Fuel,110,75,86,20,23,0,225,17.2
Mano,12,Tank,New York Excelsior,42,46,21,5,10,0,111,14.8
Nus,12,Support,London Spitfire,7,25,22,0,4,16,79,13.83
Fissure,12,Tank,Los Angeles Gladiators,46,32,21,11,5,0,162,24.39
Kellex,12,Support,Boston Uprising,4,53,46,1,7,48,159,13.76
super,12,Tank,San Francisco Shock,26,44,15,3,8,0,57,11.5
Avast,12,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,12,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
Carpe,12,Offense,Philadelphia Fusion,118,55,56,28,14,0,265,21.64
Shaz,12,Support,Los Angeles Gladiators,38,49,55,6,10,0,234,19.78
Fleta,12,Offense,Seoul Dynasty,77,47,41,18,13,0,158,20.06
Hydration,12,Offense,Los Angeles Gladiators,71,45,41,26,10,0,170,18.81
Sleepy,12,Support,San Francisco Shock,28,69,43,6,18,5,140,12.32
Muma,12,Tank,Houston Outlaws,31,44,28,7,9,0,121,14.64
Poko,12,Tank,Philadelphia Fusion,70,41,1,6,7,0,119,9.72
Danteh,12,Offense,San Francisco Shock,77,39,36,13,8,0,161,22.64
Bani,12,Support,Houston Outlaws,0,64,41,0,8,36,98,10.02
Bischu,12,Tank,Los Angeles Gladiators,87,44,0,12,10,0,168,14.2
Space,12,Tank,Los Angeles Valiant,101,41,0,14,4,0,213,17.9
silkthread,12,Offense,Los Angeles Gladiators,24,13,13,4,4,0,48,17.18
Eqo,12,Offense,Philadelphia Fusion,21,17,13,6,5,0,40,14.92
Moth,12,Support,San Francisco Shock,2,67,45,1,10,41,120,10.56
NotE,12,Tank,Boston Uprising,82,49,0,10,3,0,152,13.15
Snow,12,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,12,Support,London Spitfire,3,30,28,0,3,23,92,13.78
TiZi,12,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
FaTe,12,Tank,Los Angeles Valiant,78,62,42,10,12,0,248,20.84
Architect,12,Offense,San Francisco Shock,54,47,33,9,10,0,92,11.85
Asher,12,Offense,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
envy,12,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
KSF,12,Offense,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Xepher,12,Tank,Seoul Dynasty,25,28,1,5,1,0,44,7.18
Sky,12,Support,Shanghai Dragons,0,0,0,0,0,0,0,0.0
uNdeAD,12,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
mg,12,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Roshan,12,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Freefeel,12,Support,Shanghai Dragons,28,97,43,5,22,3,97,8.37
FiveKing,12,Support,Shanghai Dragons,6,62,49,1,11,37,141,12.16
Fury,12,Tank,London Spitfire,41,25,0,6,1,0,80,14.09
Void,12,Tank,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Daemin,12,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Boombox,12,Support,Philadelphia Fusion,36,73,52,9,17,2,196,16.01
Gido,12,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
ANAMO,12,Support,New York Excelsior,0,9,7,0,1,9,24,11.51
BigG00se,12,Support,Los Angeles Gladiators,8,46,48,0,3,40,177,14.96
Mistakes,12,Offense,Boston Uprising,79,63,53,20,20,0,148,12.81
snillo,12,Offense,Philadelphia Fusion,92,38,55,19,8,0,223,23.32
ArK,12,Support,New York Excelsior,4,34,41,0,5,44,157,14.6
Wekeed,12,Offense,Seoul Dynasty,72,62,43,16,16,0,125,13.92
HOTBA,12,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,12,Tank,London Spitfire,53,67,42,7,13,0,180,14.53
Profit,12,Offense,London Spitfire,124,58,59,28,8,0,289,23.33
Hooreg,12,Offense,London Spitfire,21,27,16,9,8,0,33,7.66
HagoPeun,12,Support,London Spitfire,11,27,14,2,6,0,44,12.6
Neko,12,Support,Boston Uprising,48,64,48,7,14,0,224,19.39
OGe,12,Tank,Dallas Fuel,70,82,52,8,13,0,233,17.82
Aimgod,12,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Kalios,12,Tank,Boston Uprising,0,0,0,0,0,0,0,0.0
Bdosin,12,Support,London Spitfire,42,42,37,16,10,0,239,26.87
Geguri,12,Tank,Shanghai Dragons,73,69,0,12,3,0,122,10.52
Ado,12,Offense,Shanghai Dragons,90,84,48,24,12,0,168,14.49
JJoNak,12,Support,New York Excelsior,64,71,54,12,18,0,295,22.97
Altering,12,Support,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Fearless,12,Tank,Shanghai Dragons,59,89,48,10,11,0,202,17.42
SADO,12,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
