Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Space,10,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
silkthread,10,Offense,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Eqo,10,Offense,Philadelphia Fusion,80,47,33,16,10,0,158,18.42
Moth,10,Support,San Francisco Shock,14,66,43,3,10,13,117,9.32
NotE,10,Tank,Boston Uprising,80,63,1,7,6,0,122,9.07
Snow,10,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,10,Support,London Spitfire,6,9,18,2,1,8,81,19.74
TiZi,10,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
FaTe,10,Tank,Los Angeles Valiant,51,69,36,8,14,0,159,15.41
Architect,10,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
Asher,10,Offense,Los Angeles Gladiators,66,59,40,11,18,0,99,11.62
envy,10,Tank,Los Angeles Valiant,61,48,4,8,4,0,114,11.05
Xepher,10,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
Sky,10,Support,Shanghai Dragons,0,0,0,0,0,0,0,0.0
uNdeAD,10,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
mg,10,Tank,Shanghai Dragons,26,53,35,7,16,0,116,16.06
Roshan,10,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Freefeel,10,Support,Shanghai Dragons,2,36,12,1,12,0,-14,-3.49
FiveKing,10,Support,Shanghai Dragons,6,54,25,1,7,7,40,5.54
Fury,10,Tank,London Spitfire,32,8,0,6,2,0,78,19.01
Boombox,10,Support,Philadelphia Fusion,29,49,52,9,13,0,204,19.03
Gido,10,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
BigG00se,10,Support,Los Angeles Gladiators,3,57,45,0,8,29,115,10.12
Mistakes,10,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
snillo,10,Offense,Philadelphia Fusion,23,8,16,4,4,0,54,25.19
ArK,10,Support,New York Excelsior,5,40,48,0,5,21,141,12.79
Wekeed,10,Offense,Seoul Dynasty,36,29,19,10,4,0,74,17.85
HOTBA,10,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,10,Tank,London Spitfire,77,35,52,19,6,0,345,36.74
Profit,10,Offense,London Spitfire,121,34,54,26,5,0,304,32.37
Hooreg,10,Offense,London Spitfire,37,13,18,8,5,0,85,20.71
HagoPeun,10,Support,London Spitfire,24,10,17,4,4,0,121,29.49
Neko,10,Support,Boston Uprising,48,74,50,11,16,6,242,17.99
OGe,10,Tank,Dallas Fuel,0,0,0,0,0,0,0,0.0
Kalios,10,Tank,Boston Uprising,0,0,0,0,0,0,0,0.0
Bdosin,10,Support,London Spitfire,19,23,30,3,4,0,128,24.21
Geguri,10,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Ado,10,Offense,Shanghai Dragons,30,65,27,9,15,0,10,1.38
JJoNak,10,Support,New York Excelsior,48,62,42,12,19,0,218,19.78
Altering,10,Support,Shanghai Dragons,12,21,16,3,3,1,71,22.06
Fearless,10,Tank,Shanghai Dragons,27,62,31,3,12,0,85,11.76
SADO,10,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
