Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Finnsi,13,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Logix,13,Offense,Florida Mayhem,15,6,8,3,1,0,36,25.59
Xushu,13,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Spree,13,Tank,Houston Outlaws,0,0,0,0,0,0,0,0.0
Verbo,13,Support,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
SNT,13,Tank,Florida Mayhem,45,63,33,8,12,0,146,16.06
Pine,13,Offense,New York Excelsior,64,51,32,20,14,0,121,16.01
babybay,13,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
iRemiix,13,Tank,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Kariv,13,Support,Los Angeles Valiant,37,57,42,5,13,3,179,15.67
Libero,13,Offense,New York Excelsior,77,54,37,18,11,0,151,16.58
sayaplayer,13,Offense,Florida Mayhem,74,57,40,18,16,0,135,14.85
Effect,13,Offense,Dallas Fuel,68,64,53,15,16,0,123,11.81
Mano,13,Tank,New York Excelsior,39,34,23,5,4,0,129,17.9
Nus,13,Support,London Spitfire,9,15,18,1,3,2,67,26.59
Fissure,13,Tank,Los Angeles Gladiators,73,68,45,14,13,0,256,19.17
Kellex,13,Support,Boston Uprising,0,68,49,0,8,46,132,11.6
super,13,Tank,San Francisco Shock,56,50,36,6,9,0,185,18.1
Avast,13,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,13,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
Carpe,13,Offense,Philadelphia Fusion,86,64,55,19,13,0,175,14.48
Shaz,13,Support,Los Angeles Gladiators,32,72,54,8,18,3,187,14.0
Fleta,13,Offense,Seoul Dynasty,99,51,54,26,14,0,225,20.62
Hydration,13,Offense,Los Angeles Gladiators,77,60,53,28,9,0,185,17.43
Sleepy,13,Support,San Francisco Shock,34,29,33,11,9,0,198,22.24
Muma,13,Tank,Houston Outlaws,45,30,32,2,2,0,162,18.84
Poko,13,Tank,Philadelphia Fusion,64,45,0,7,3,0,108,8.94
Danteh,13,Offense,San Francisco Shock,62,37,47,20,8,0,158,20.9
Bani,13,Support,Houston Outlaws,4,38,37,1,4,36,136,16.51
Bischu,13,Tank,Los Angeles Gladiators,91,63,0,22,10,0,197,14.75
Space,13,Tank,Los Angeles Valiant,58,54,2,12,6,0,110,9.63
silkthread,13,Offense,Los Angeles Gladiators,7,9,3,2,2,0,8,7.5
Eqo,13,Offense,Philadelphia Fusion,66,50,30,15,10,0,122,16.58
Moth,13,Support,San Francisco Shock,1,32,41,0,7,38,138,13.51
NotE,13,Tank,Boston Uprising,51,63,0,10,6,0,73,6.42
Snow,13,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,13,Support,London Spitfire,6,27,38,0,2,24,137,17.31
TiZi,13,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
FaTe,13,Tank,Los Angeles Valiant,41,67,41,5,14,0,144,12.61
Architect,13,Offense,San Francisco Shock,63,38,40,19,12,0,142,18.74
Asher,13,Offense,Los Angeles Gladiators,36,26,31,6,3,0,83,15.8
envy,13,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
KSF,13,Offense,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Xepher,13,Tank,Seoul Dynasty,30,25,0,2,3,0,40,7.37
Sky,13,Support,Shanghai Dragons,0,0,0,0,0,0,0,0.0
uNdeAD,13,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
mg,13,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Roshan,13,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Freefeel,13,Support,Shanghai Dragons,20,72,42,3,22,0,82,8.26
FiveKing,13,Support,Shanghai Dragons,2,28,21,0,2,15,60,11.12
Fury,13,Tank,London Spitfire,42,27,1,6,4,0,80,10.11
Void,13,Tank,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Daemin,13,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Boombox,13,Support,Philadelphia Fusion,33,77,43,5,21,4,135,11.17
Gido,13,Offense,Seoul Dynasty,36,54,52,7,15,2,54,4.95
ANAMO,13,Support,New York Excelsior,2,13,16,0,2,13,57,15.28
BigG00se,13,Support,Los Angeles Gladiators,10,61,52,0,4,43,182,13.63
Mistakes,13,Offense,Boston Uprising,64,86,49,17,18,0,89,7.82
snillo,13,Offense,Philadelphia Fusion,19,23,26,6,3,0,47,9.94
ArK,13,Support,New York Excelsior,5,43,33,0,9,22,86,9.22
Wekeed,13,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
HOTBA,13,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,13,Tank,London Spitfire,72,55,48,13,12,0,273,26.16
Profit,13,Offense,London Spitfire,106,45,52,20,12,0,235,22.52
Hooreg,13,Offense,London Spitfire,72,48,58,16,9,0,168,16.1
HagoPeun,13,Support,London Spitfire,16,19,14,1,7,0,61,18.28
Neko,13,Support,Boston Uprising,35,72,40,7,17,0,147,12.92
OGe,13,Tank,Dallas Fuel,49,66,36,4,16,0,140,13.44
Aimgod,13,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Kalios,13,Tank,Boston Uprising,0,0,0,0,0,0,0,0.0
Bdosin,13,Support,London Spitfire,28,32,30,7,6,0,158,22.26
Geguri,13,Tank,Shanghai Dragons,63,38,0,13,4,0,136,13.7
Ado,13,Offense,Shanghai Dragons,76,46,48,11,7,0,162,16.32
JJoNak,13,Support,New York Excelsior,59,74,50,11,16,0,265,20.3
Altering,13,Support,Shanghai Dragons,0,24,19,0,3,18,54,11.91
Fearless,13,Tank,Shanghai Dragons,35,67,41,6,12,0,138,13.9
SADO,13,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
