Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Xushu,15,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Spree,15,Tank,Houston Outlaws,0,0,0,0,0,0,0,0.0
Verbo,15,Support,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
SNT,15,Tank,Florida Mayhem,26,72,34,5,16,0,86,8.24
Pine,15,Offense,New York Excelsior,36,21,18,14,6,0,85,23.63
babybay,15,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
iRemiix,15,Tank,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Kariv,15,Support,Los Angeles Valiant,40,70,55,7,19,0,205,14.82
Libero,15,Offense,New York Excelsior,58,29,24,13,8,0,121,21.72
sayaplayer,15,Offense,Florida Mayhem,84,69,48,30,17,0,173,16.58
Effect,15,Offense,Dallas Fuel,0,0,0,0,0,0,0,0.0
Mano,15,Tank,New York Excelsior,50,17,22,5,3,0,166,32.21
Nus,15,Support,London Spitfire,5,24,35,0,3,28,133,18.78
Fissure,15,Tank,Los Angeles Gladiators,79,64,39,15,14,0,257,22.39
Kellex,15,Support,Boston Uprising,0,60,50,0,6,53,158,12.61
super,15,Tank,San Francisco Shock,72,61,47,10,9,0,255,23.14
Avast,15,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,15,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
Carpe,15,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Shaz,15,Support,Los Angeles Gladiators,44,59,53,8,10,1,246,21.43
Fleta,15,Offense,Seoul Dynasty,63,43,29,15,10,0,122,17.98
Hydration,15,Offense,Los Angeles Gladiators,38,38,22,12,3,0,78,13.91
Sleepy,15,Support,San Francisco Shock,44,46,39,9,13,0,213,19.33
Muma,15,Tank,Houston Outlaws,41,51,32,6,11,0,140,13.88
Poko,15,Tank,Philadelphia Fusion,54,47,0,7,4,0,85,6.86
Danteh,15,Offense,San Francisco Shock,58,29,32,14,7,0,133,24.03
Bani,15,Support,Houston Outlaws,0,60,41,0,8,39,106,9.63
Bischu,15,Tank,Los Angeles Gladiators,58,49,0,12,5,0,110,9.58
Space,15,Tank,Los Angeles Valiant,88,53,3,12,13,0,167,12.07
silkthread,15,Offense,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Eqo,15,Offense,Philadelphia Fusion,136,77,54,39,13,0,301,24.29
Moth,15,Support,San Francisco Shock,1,42,43,0,9,54,153,13.89
NotE,15,Tank,Boston Uprising,74,58,0,10,4,0,126,10.06
Snow,15,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,15,Support,London Spitfire,0,17,14,0,4,12,35,9.3
TiZi,15,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
FaTe,15,Tank,Los Angeles Valiant,74,78,39,14,12,0,231,16.7
Architect,15,Offense,San Francisco Shock,104,71,47,19,15,0,192,17.43
Asher,15,Offense,Los Angeles Gladiators,49,33,35,14,5,0,118,20.1
envy,15,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
KSF,15,Offense,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Xepher,15,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
Sky,15,Support,Shanghai Dragons,9,37,20,1,12,0,30,5.86
uNdeAD,15,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
mg,15,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Roshan,15,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Freefeel,15,Support,Shanghai Dragons,9,34,18,2,6,0,43,11.26
FiveKing,15,Support,Shanghai Dragons,2,6,0,0,0,0,0,0.0
Fury,15,Tank,London Spitfire,86,41,1,21,1,0,217,20.01
Void,15,Tank,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Daemin,15,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Boombox,15,Support,Philadelphia Fusion,52,63,50,12,11,3,274,22.11
Gido,15,Offense,Seoul Dynasty,43,71,48,10,15,0,53,4.63
ANAMO,15,Support,New York Excelsior,2,20,40,0,1,38,162,17.67
BigG00se,15,Support,Los Angeles Gladiators,2,55,46,0,7,49,149,12.98
Mistakes,15,Offense,Boston Uprising,86,66,62,19,13,0,180,14.37
snillo,15,Offense,Philadelphia Fusion,102,51,70,17,11,0,235,18.96
ArK,15,Support,New York Excelsior,0,0,0,0,0,0,0,0.0
Wekeed,15,Offense,Seoul Dynasty,38,32,22,10,10,0,66,14.13
HOTBA,15,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,15,Tank,London Spitfire,72,48,42,14,10,0,268,24.71
Profit,15,Offense,London Spitfire,114,51,55,24,11,0,258,23.79
Hooreg,15,Offense,London Spitfire,57,41,37,11,12,0,108,13.49
HagoPeun,15,Support,London Spitfire,0,0,0,0,0,0,0,0.0
Neko,15,Support,Boston Uprising,54,83,50,13,24,0,233,18.6
OGe,15,Tank,Dallas Fuel,27,32,20,2,4,0,86,15.88
Aimgod,15,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Kalios,15,Tank,Boston Uprising,0,0,0,0,0,0,0,0.0
Bdosin,15,Support,London Spitfire,55,51,46,11,11,0,274,25.27
Geguri,15,Tank,Shanghai Dragons,32,50,4,5,8,0,38,3.98
Ado,15,Offense,Shanghai Dragons,63,60,54,14,7,0,134,14.04
JJoNak,15,Support,New York Excelsior,41,36,41,8,9,0,224,24.43
Altering,15,Support,Shanghai Dragons,3,57,47,0,8,38,134,14.04
Fearless,15,Tank,Shanghai Dragons,40,67,42,9,16,0,159,16.66
SADO,15,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
