Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Nevix,11,Tank,San Francisco Shock,87,64,5,24,5,0,216,17.51
Fragi,11,Tank,Philadelphia Fusion,46,77,44,4,23,0,140,12.07
Zuppeh,11,Support,Florida Mayhem,17,55,38,4,12,0,102,10.48
zappis,11,Tank,Florida Mayhem,0,0,0,0,0,0,0,0.0
LiNkzr,11,Offense,Houston Outlaws,78,89,50,23,17,0,129,12.7
numlocked,11,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Diya,11,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Joemeister,11,Support,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
neptuNo,11,Support,Philadelphia Fusion,18,48,44,3,5,40,201,17.33
Mickie,11,Tank,Dallas Fuel,51,72,41,8,11,0,174,15.86
Mendokusaii,11,Offense,Houston Outlaws,0,0,0,0,0,0,0,0.0
nomy,11,Tank,San Francisco Shock,0,0,0,0,0,0,0,0.0
dhaK,11,Support,San Francisco Shock,0,0,0,0,0,0,0,0.0
sinatraa,11,Offense,San Francisco Shock,84,37,52,18,6,0,207,23.63
xQc,11,Tank,Dallas Fuel,0,0,0,0,0,0,0,0.0
Striker,11,Offense,Boston Uprising,113,45,70,30,7,0,297,25.81
Woohyal,11,Tank,London Spitfire,8,10,0,0,0,0,6,2.73
Boink,11,Support,Houston Outlaws,2,32,27,0,7,20,71,11.88
JAKE,11,Offense,Houston Outlaws,65,79,48,13,18,0,89,8.76
CWoosH,11,Tank,Florida Mayhem,27,57,31,6,10,0,104,10.68
Finnsi,11,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Logix,11,Offense,Florida Mayhem,57,39,34,16,10,0,121,16.56
Xushu,11,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Spree,11,Tank,Houston Outlaws,0,0,0,0,0,0,0,0.0
Verbo,11,Support,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
SNT,11,Tank,Florida Mayhem,0,0,0,0,0,0,0,0.0
Pine,11,Offense,New York Excelsior,18,12,6,6,3,0,36,19.57
babybay,11,Offense,San Francisco Shock,21,23,16,6,5,0,37,11.59
iRemiix,11,Tank,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Kariv,11,Support,Los Angeles Valiant,46,33,28,8,6,1,211,24.72
Libero,11,Offense,New York Excelsior,71,39,31,18,15,0,140,17.33
sayaplayer,11,Offense,Florida Mayhem,45,37,28,11,7,0,89,15.22
Effect,11,Offense,Dallas Fuel,136,58,71,25,15,0,305,27.81
Mano,11,Tank,New York Excelsior,27,18,15,2,2,0,87,17.68
Nus,11,Support,London Spitfire,9,42,26,0,5,11,70,9.99
Fissure,11,Tank,Los Angeles Gladiators,78,76,43,17,24,0,253,20.68
Kellex,11,Support,Boston Uprising,7,58,43,1,9,33,128,11.13
super,11,Tank,San Francisco Shock,46,81,43,15,20,0,180,15.68
Avast,11,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,11,Offense,Boston Uprising,112,58,54,25,15,0,240,20.86
Carpe,11,Offense,Philadelphia Fusion,99,59,54,24,15,0,211,18.19
Shaz,11,Support,Los Angeles Gladiators,46,75,56,6,19,0,217,17.74
Fleta,11,Offense,Seoul Dynasty,72,57,43,14,13,0,132,13.04
Hydration,11,Offense,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Sleepy,11,Support,San Francisco Shock,46,59,50,11,8,0,257,21.12
Muma,11,Tank,Houston Outlaws,46,46,37,7,5,0,180,17.72
Poko,11,Tank,Philadelphia Fusion,58,44,0,9,4,0,104,8.97
Danteh,11,Offense,San Francisco Shock,69,56,65,10,15,0,137,11.94
Bani,11,Support,Houston Outlaws,1,28,16,0,3,18,45,10.76
Bischu,11,Tank,Los Angeles Gladiators,67,60,0,10,7,0,107,8.75
Space,11,Tank,Los Angeles Valiant,71,19,4,5,0,0,155,18.16
silkthread,11,Offense,Los Angeles Gladiators,30,33,22,7,5,0,53,9.09
Eqo,11,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Moth,11,Support,San Francisco Shock,10,59,40,0,4,25,121,9.95
NotE,11,Tank,Boston Uprising,72,41,0,12,2,0,149,12.95
Snow,11,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,11,Support,London Spitfire,0,10,22,0,2,10,67,19.52
TiZi,11,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
FaTe,11,Tank,Los Angeles Valiant,40,42,27,8,10,0,141,16.52
Architect,11,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
Asher,11,Offense,Los Angeles Gladiators,104,62,64,24,7,0,244,22.87
envy,11,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
KSF,11,Offense,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Xepher,11,Tank,Seoul Dynasty,15,24,1,2,2,0,15,3.56
Sky,11,Support,Shanghai Dragons,22,47,23,5,16,0,76,11.1
uNdeAD,11,Offense,Shanghai Dragons,0,0,0,0,0,0,0,0.0
mg,11,Tank,Shanghai Dragons,17,14,0,4,0,0,36,16.99
Roshan,11,Tank,Shanghai Dragons,0,0,0,0,0,0,0,0.0
Freefeel,11,Support,Shanghai Dragons,16,19,6,2,5,0,45,20.44
FiveKing,11,Support,Shanghai Dragons,0,24,12,0,3,12,24,5.56
Fury,11,Tank,London Spitfire,42,26,1,6,3,0,82,9.95
Void,11,Tank,Los Angeles Gladiators,0,0,0,0,0,0,0,0.0
Daemin,11,Offense,Shanghai Dragons,48,62,42,9,9,0,76,8.4
Boombox,11,Support,Philadelphia Fusion,39,59,44,9,15,2,199,17.16
Gido,11,Offense,Seoul Dynasty,6,33,15,2,8,0,-18,-4.27
ANAMO,11,Support,New York Excelsior,0,0,0,0,0,0,0,0.0
BigG00se,11,Support,Los Angeles Gladiators,4,68,46,0,10,38,119,9.73
Mistakes,11,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
snillo,11,Offense,Philadelphia Fusion,101,33,66,19,7,0,259,24.28
ArK,11,Support,New York Excelsior,1,23,41,0,5,22,127,12.8
Wekeed,11,Offense,Seoul Dynasty,22,12,13,4,4,0,45,18.06
HOTBA,11,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,11,Tank,London Spitfire,48,63,54,8,12,0,215,20.6
Profit,11,Offense,London Spitfire,72,53,47,22,11,0,160,15.33
Hooreg,11,Offense,London Spitfire,19,15,17,5,8,0,34,14.47
HagoPeun,11,Support,London Spitfire,4,8,12,0,1,1,40,18.18
Neko,11,Support,Boston Uprising,40,60,44,7,7,4,212,18.43
OGe,11,Tank,Dallas Fuel,0,0,0,0,0,0,0,0.0
Kalios,11,Tank,Boston Uprising,0,0,0,0,0,0,0,0.0
Bdosin,11,Support,London Spitfire,38,50,32,10,11,0,178,21.61
Geguri,11,Tank,Shanghai Dragons,30,41,3,3,1,0,39,5.63
Ado,11,Offense,Shanghai Dragons,66,62,38,9,12,0,102,11.27
JJoNak,11,Support,New York Excelsior,52,45,37,13,9,0,256,25.81
Altering,11,Support,Shanghai Dragons,7,27,19,0,5,12,59,12.48
Fearless,11,Tank,Shanghai Dragons,45,73,34,10,12,0,147,16.25
SADO,11,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
